id,Артикул,Название,missing_fields,Ссылка
134800,1207-6856,Р ФИГУРА Бант красный,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-bant-krasnyi-1207-6856/
134801,1207-6857,Р ФИГУРА Бант кремовый,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-bant-kremovyi-1207-6857/
134802,1207-6858,Р ФИГУРА Лампочка Смайл,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-lampochka-smail-1207-6858/
134803,1207-6860,Р ФИГУРА Зайка,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-zaika-1207-6860/
134804,1207-6861,Р ФИГУРА Зайка розовая,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-zaika-rozovaia-1207-6861/
134816,1207-6865,ПД ФИГУРА Лошадь,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/pd-figura-loshad-1207-6865/
134905,1207-6892,К ФИГУРА Тыква сатин золотой хвостик,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/k-figura-tykva-satin-zolotoi-khvostik-1207-6892/
134906,1207-6893,К ФИГУРА Тыква сатин полосатая черно-бел,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/k-figura-tykva-satin-polosataia-cherno-bel-1207-6893/
134908,1207-6895,К ФИГУРА Мяч футбольный золотые крылья,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/k-figura-miach-futbolnyi-zolotye-krylia-1207-6895/
135047,1207-6899,К ФИГУРА Бутылка пива зеленая,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/k-figura-butylka-piva-zelenaia-1207-6899/
135273,1207-7021,Р ФИГУРА Бант красный сатин,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-bant-krasnyi-satin-1207-7021/
135480,1207-7052,Ф ФИГУРА Радуга пастель,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/f-figura-raduga-pastel-1207-7052/
135547,1207-7067,ПД ФИГУРА Шампанское с пузырьками CHEERS,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/pd-figura-shampanskoe-s-puzyrkami-cheers-1207-7067/
135548,1207-7068,ПД ФИГУРА Виски,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/pd-figura-viski-1207-7068/
135659,1207-7119,Р ФИГУРА Бутылочка бежевая,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-butylochka-bezhevaia-1207-7119/
135660,1207-7120,Р ФИГУРА Бутылочка голубая,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-butylochka-golubaia-1207-7120/
135661,1207-7121,Р ФИГУРА Бутылочка розовая,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-butylochka-rozovaia-1207-7121/
135662,1207-7122,Р ФИГУРА Ножка бежевая,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-nozhka-bezhevaia-1207-7122/
135663,1207-7123,Р ФИГУРА Ножка голубая,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-nozhka-golubaia-1207-7123/
135664,1207-7124,Р ФИГУРА Ножка розовая,Коллекция,https://new.sharik.ru/tovary-dly-prazdnika/r-figura-nozhka-rozovaia-1207-7124/
135808,1207-7165,К ФИГУРА Три Кота Лапочка,Торговая марка,https://new.sharik.ru/tovary-dly-prazdnika/k-figura-tri-kota-lapochka-1207-7165/
135809,1207-7166,К ФИГУРА Три Кота Карамелька Принцесса,Торговая марка,https://new.sharik.ru/tovary-dly-prazdnika/k-figura-tri-kota-karamelka-printsessa-1207-7166/
